outcome,omitted,MD,SE,CI_lb,CI_ub,p_HKSJ,tau2,I2
Lean,SURMOUNT-1,-1.995900289121864,0.6657854490648959,-4.114726731610097,0.12292615336636903,0.05776947426475914,1.398619837419434,79.11098324176788
Lean,STEP-1,-2.2530695268198477,0.8577221836749328,-4.982724321216013,0.47658526757631714,0.07854038338893432,2.570307671777743,87.94912198919957
Lean,SUSTAIN-8,-2.9948321879149735,0.6989956323887887,-5.219348255620124,-0.7703161202098232,0.02336400162380555,1.3543434440344702,74.92970127654235
Lean,LEAD-2,-2.4011862077793915,0.9061494502904092,-5.284958177890968,0.4825857623321852,0.0770018136734936,2.8983903517676968,88.5360731102523
Lean,LEAD-3,-2.810033277979496,0.7773010248777622,-5.283752052694971,-0.33631450326402135,0.0363722619862994,2.1646422606102775,87.31066779542958
