outcome,MD,SE,p,CI_lb,CI_ub,sigma2_cluster,sigma2_within
Lean,-2.487065347114478,0.7105436938414145,4.648593556375196e-4,-3.8797053964857047,-1.0944252977432511,0.005436982560642741,2.105314381604861
Fat,-5.772781742736,2.47550393456809,0.019702676792391516,-10.624680298076655,-0.9208831873953462,23.303900720063098,2.1906812645391416e-9
