outcome,quantity,estimate,ci.lb,ci.ub
Lean,tau^2,2.110282517022913,0.5179939397514612,20.049750088239424
Lean,tau,1.4526811477481605,0.7197179584750274,4.4776947292372915
Lean,I^2(%),85.334706957364,58.81890437471585,98.22331165313497
Lean,H^2,6.818820442883261,2.428298676410215,56.28449141147924
Fat,tau^2,18.131891454262867,5.6389437410751135,161.62929094522715
Fat,tau,4.258155874819858,2.3746460243739724,12.71335089365613
Fat,I^2(%),94.5690924432872,84.41253531946792,99.35988601358267
Fat,H^2,18.413128736908163,6.4154114892651375,156.2221762403466
