"level","lean_pct","fat_per_kg_lean"
"Pooled, overall k=5",31.9858360900853,2.12638380683121
"Pooled, T2D k=3",38.5550812206765,1.59369185160403
"Trial: SURMOUNT-1",26.3473053892216,2.79545454545455
"Trial: STEP-1",32.9174664107486,2.03790087463557
"Trial: SUSTAIN-8",49.6815286624204,1.01282051282051
"Trial: LEAD-2",44.3604284814115,1.25426136363636
"Trial: LEAD-3",22.1142724959519,3.52196652719665
